MEF,DISPOSITIF_FORMATION,FORMATION_DIPLOME,DUREE_DISPOSITIF,ANNEE_DISPOSITIF,LIBELLE_COURT,LIBELLE_LONG,DATE_OUVERTURE,DATE_FERMETURE,STATUT_MEF,NB_OPTION_OBLIGATOIRE,NB_OPTION_FACULTATIF,RENFORCEMENT_LANGUE,DUREE_PROJET,DUREE_STAGE,HORAIRE,MEF_INSCRIPTION_SCOLARITE,MEF_STAT_11,MEF_STAT_9,DATE_INTERVENTION,LIBELLE_EDITION,N_COMMENTAIRE
2312000211.0,231.0,43020002,1.0,1.0,1ADBTN20002,1ADBTN GENIE OPTIQUE,01/09/1997,31/08/2011,1.0,1.0,,N,,,O,O,22124120002,221241200,21/02/2011,1adbtn genie optique,Voir article 2 de l'arrêté du 27/05/2010 (NOR : MENE1010776A)
2412300422.0,241.0,50023004,2.0,2.0,2CAP2 23004,2CAP2  AGENT AUTOROUTIER,01/09/1998,31/08/2007,3.0,1.0,,N,,,O,O,23220023004,232200230,11/03/2005,2cap2  agent autoroutier,
2422300433.0,242.0,50023004,3.0,3.0,3CAP3 23004,3CAP3  AGENT AUTOROUTIER,01/09/1999,31/08/2004,3.0,1.0,,N,,,O,O,23330023004,233300230,18/03/2004,3cap3  agent autoroutier,
2412552022.0,241.0,50025520,2.0,2.0,2CAP2 25520,2CAP2  MONT.RACCORD.RESX TELE.VIDEOCOMM,01/09/1998,31/08/2007,3.0,1.0,,N,,,O,O,23220025520,232200255,15/03/2005,2cap2  mont.raccord.resx tele.videocomm,
2422552032.0,242.0,50025520,3.0,2.0,2CAP3 25520,2CAP3  MONT.RACCORD.RESX TELE.VIDEOCOMM,01/09/1998,31/08/2003,3.0,1.0,,N,,,O,O,23320025520,233200255,20/08/2002,2cap3  mont.raccord.resx tele.videocomm,
2433099911.0,243.0,51030999,1.0,1.0,1BEP1 30999,1BEP1  SPECIALIT.NON SPECIF.DU DOMAIN.30,01/09/1998,31/08/2004,3.0,,,N,,,N,O,23410030999,234100309,17/03/2004,1bep1  specialit.non specif.du domain.30,
2442340221.0,244.0,51023402,2.0,1.0,SECBEP23402,SECBEP METIERS DU BOIS,01/09/2007,31/08/2009,3.0,1.0,,N,,,O,O,23510023402,235100234,05/05/2009,Secbep metiers du bois,
2542540922.0,254.0,45025409,2.0,2.0,2BP2  25409,2BP2   CARROSSERIE CONSTRUCT. MAQUETTAGE,01/09/1998,31/08/2012,3.0,0.0,,N,,,N,O,25120025409,251200254,23/02/2011,2bp2   carrosserie construct. maquettage,
3113232422.0,311.0,32032324,2.0,2.0,2BTS2 32324,2BTS2  MET.AUDIOV.OPT.GESTION PRODUCTION,01/09/2003,31/08/2015,3.0,1.0,,N,,,O,O,32221032324,322210323,25/03/2014,2bts2  met.audiov.opt.gestion production,
2702100611.0,270.0,50321006,1.0,1.0,1CAP1A21006,1CAP1A EMPL ENTR AGR PROD ANIMALE VEGET,01/09/2002,31/08/2012,3.0,,,N,,,N,N,23111021006,231110210,14/03/2012,1cap1a empl entr agr prod animale veget,
2702100711.0,270.0,50321007,1.0,1.0,1CAP1A21007,1CAP1A EMPL ENTR AGR VENT DETAIL PRODUIT,01/09/2002,31/08/2012,3.0,,,N,,,N,N,23111021007,231110210,14/03/2012,1cap1a empl entr agr vent detail produit,
2532512111.0,253.0,01025121,1.0,1.0,MC    25121,MC     OPER.REGL.SYST.RECTIFICAT. (MC5),01/09/2003,31/08/2012,3.0,0.0,,N,,,N,O,23910025121,239100251,11/03/2011,Mc     oper.regl.syst.rectificat. (mc5),
2762111432.0,276.0,40321114,3.0,2.0,1EPROA21114,1EPROA CONDUITE PRODUCTIONS HORTICOLES,01/09/2019,,3.0,1.0,2.0,N,,,O,O,23821021114,238210211,31/01/2019,1eproa conduite de productions horticoles,
2402500711.0,240.0,50025007,1.0,1.0,1CAP1 25007,1CAP1  CONDUIT.SYST.IND.OPT.FAB.ASSEMBL.,01/09/2004,31/08/2013,3.0,1.0,,N,,,O,O,23110025007,231100250,25/04/2012,1cap1  conduit.syst.ind.opt.fab.assembl.,GH2
2412412822.0,241.0,50024128,2.0,2.0,2CAP2 24128,2CAP2  CONDUIT.SYS.IND.OPT.PROD.IND.TEXT,01/09/2004,31/08/2013,3.0,1.0,,N,,,O,O,23220024128,232200241,25/04/2012,2cap2  conduit.sys.ind.opt.prod.ind.text,GH2
2402235811.0,240.0,50022358,1.0,1.0,1CAP1 22358,1CAP1  CONDUIT.SYS.IND.OP.PR.TRANSF.METX,01/09/2004,31/08/2013,3.0,1.0,,N,,,O,O,23110022358,231100223,25/04/2012,1cap1  conduit.sys.ind.op.pr.transf.metx,GH2
2412261022.0,241.0,50022610,2.0,2.0,2CAP2 22610,2CAP2  CONDUIT.SYST.IND. OPT. PAP.CARTON,01/09/2004,31/08/2013,3.0,1.0,,N,,,O,O,23220022610,232200226,25/04/2012,2cap2  conduit.syst.ind. opt. pap.carton,GH2
2472009931.0,247.0,40020099,3.0,1.0,1BPR3 20099,1BPR3  TECHNO.INDUSTRIELL.FONDAM.,01/09/2003,31/08/2008,3.0,,,N,,,N,O,23810020099,238100200,13/03/2008,1bpr3  techno.industriell.fondam.,
2472109931.0,247.0,40021099,3.0,1.0,1BPR3 21099,1BPR3  SPEC.PLURIV.DE L'AGRONOMIE,01/09/2003,31/08/2008,3.0,,,N,,,N,O,23810021099,238100210,13/03/2008,1bpr3  spec.pluriv.de l'agronomie,
2472319932.0,247.0,40023199,3.0,2.0,2BPR3 23199,"2BPR3  MINES & CARR., GENIE CIVIL",01/09/2003,31/08/2008,3.0,,,N,,,N,O,23820023199,238200231,13/03/2008,"2bpr3  mines & carr., genie civil",
2472349932.0,247.0,40023499,3.0,2.0,2BPR3 23499,2BPR3  TRAVAIL DU BOIS ET AMEUBL,01/09/2003,31/08/2008,3.0,,,N,,,N,O,23820023499,238200234,13/03/2008,2bpr3  travail du bois et ameubl,
2472429931.0,247.0,40024299,3.0,1.0,1BPR3 24299,"1BPR3  HABILLEMENT (MODE,COUTURE)",01/09/2003,31/08/2008,3.0,,,N,,,N,O,23810024299,238100242,13/03/2008,"1bpr3  habillement (mode,couture)",
2472519931.0,247.0,40025199,3.0,1.0,1BPR3 25199,1BPR3  MECANIQ GENE.& DE PRECIS.,01/09/2003,31/08/2008,3.0,,,N,,,N,O,23810025199,238100251,13/03/2008,1bpr3  mecaniq gene.& de precis.,
2472539932.0,247.0,40025399,3.0,2.0,2BPR3 25399,2BPR3  MECANIQUE AERONAUTIQ.& SPA,01/09/2003,31/08/2008,3.0,,,N,,,N,O,23820025399,238200253,13/03/2008,2bpr3  mecanique aeronautiq.& spa,
2473269932.0,247.0,40032699,3.0,2.0,2BPR3 32699,"2BPR3  INFORMATIQ, TRAITMT INFORM",01/09/2003,31/08/2008,3.0,,,N,,,N,O,23820032699,238200326,13/03/2008,"2bpr3  informatiq, traitmt inform",
2473339931.0,247.0,40033399,3.0,1.0,1BPR3 33399,"1BPR3  ENSEIGNEMENT, FORMATION",01/09/2003,31/08/2008,3.0,,,N,,,N,O,23810033399,238100333,13/03/2008,"1bpr3  enseignement, formation",
2473359932.0,247.0,40033599,3.0,2.0,2BPR3 33599,2BPR3  ANIMA.CULT. SPORT. LOISIRS,01/09/2003,31/08/2008,3.0,,,N,,,N,O,23820033599,238200335,13/03/2008,2bpr3  anima.cult. sport. loisirs,
2473419931.0,247.0,40034199,3.0,1.0,1BPR3 34199,"1BPR3  AMENGT TERRIT., DEVEL., UR",01/09/2003,31/08/2008,3.0,,,N,,,N,O,23810034199,238100341,13/03/2008,"1bpr3  amengt territ., devel., ur",
2473439932.0,247.0,40034399,3.0,2.0,2BPR3 34399,"2BPR3  NETTOYAGE, ASSAIN., PROTEC",01/09/2003,31/08/2008,3.0,,,N,,,N,O,23820034399,238200343,13/03/2008,"2bpr3  nettoyage, assain., protec",
2433220311.0,243.0,51032203,1.0,1.0,1BEP1 32203,1BEP1  METIERS COMMUNIC. IND.GRAPHIQUES,01/09/2004,31/08/2010,3.0,1.0,,N,,,O,O,23410032203,234100322,16/09/2009,1bep1  metiers communic. ind.graphiques,
2442270421.0,244.0,51022704,2.0,1.0,SECBEP22704,SECBEP TECHNIQ. INSTALL. SANIT.THERMIQ.,01/09/2003,31/08/2009,3.0,1.0,,N,,,O,O,23510022704,235100227,05/05/2009,Secbep techniq. install. sanit.thermiq.,
2453220511.0,245.0,40032205,1.0,1.0,1BPR1 32205,1BPR1  PRODUCTION GRAPHIQUE,01/09/2004,31/08/2010,3.0,1.0,,N,,,O,O,23610032205,236100322,16/01/2014,1bpr1  production graphique,
3712130721.0,371.0,32321307,2.0,1.0,1BTS2A21307,1BTS2A TEC-COM PROD D'ORIGINE FORESTIERE,01/09/1998,31/08/2010,3.0,,,N,,,N,N,32212021307,322120213,25/06/2010,1bts2a tec-com prod d'origine forestiere,
3712130722.0,371.0,32321307,2.0,2.0,2BTS2A21307,2BTS2A TEC-COM PROD D'ORIGINE FORESTIERE,01/09/1999,31/08/2011,3.0,,,N,,,N,N,32222021307,322220213,25/06/2010,2bts2a tec-com prod d'origine forestiere,
3702130711.0,370.0,32321307,1.0,1.0,1BTS1A21307,1BTS1A TEC-COM PROD D'ORIGINE FORESTIERE,01/09/1999,31/08/2010,3.0,,,N,,,N,N,32112021307,321120213,25/06/2010,1bts1a tec-com prod d'origine forestiere,
3712210922.0,371.0,32322109,2.0,2.0,2BTS2A22109,2BTS2A TEC-COM BOISSONS VINS SPIRITUEUX,01/09/1999,31/08/2011,3.0,,,N,,,N,N,32222022109,322220221,25/06/2010,2bts2a tec-com boissons vins spiritueux,
2452500911.0,245.0,40025009,1.0,1.0,1BPR1 25009,1BPR1  MAINTENANCE NAUTIQUE,01/09/2009,31/08/2010,3.0,1.0,,N,,,O,O,23610025009,236100250,16/01/2014,1bpr1  maintenance nautique,
2462500921.0,246.0,40025009,2.0,1.0,PREPRO25009,PREPRO MAINTENANCE NAUTIQUE,01/09/2008,31/08/2009,3.0,1.0,,N,,,O,O,23710025009,237100250,05/05/2009,Prepro maintenance nautique,
2462500922.0,246.0,40025009,2.0,2.0,TERPRO25009,TERPRO MAINTENANCE NAUTIQUE,01/09/2009,31/08/2010,3.0,1.0,,N,,,O,O,23720025009,237200250,16/01/2014,Terpro maintenance nautique,
2452540811.0,245.0,40025408,1.0,1.0,1BPR1 25408,1BPR1  REPARATION DES CARROSSERIES,01/09/2009,31/08/2010,3.0,1.0,,N,,,O,O,23610025408,236100254,16/01/2014,1bpr1  reparation des carrosseries,
2462540821.0,246.0,40025408,2.0,1.0,PREPRO25408,PREPRO REPARATION DES CARROSSERIES,01/09/2008,31/08/2009,3.0,1.0,,N,,,O,O,23710025408,237100254,05/05/2009,Prepro reparation des carrosseries,
2462540822.0,246.0,40025408,2.0,2.0,TERPRO25408,TERPRO REPARATION DES CARROSSERIES,01/09/2009,31/08/2010,3.0,1.0,,N,,,O,O,23720025408,237200254,16/01/2014,Terpro reparation des carrosseries,
3112411021.0,311.0,32024110,2.0,1.0,1BTS2 24110,1BTS2  DES.MOD.TEXT.ENV. OP.B TEXT.M.SUR,01/09/2004,31/08/2020,3.0,1.0,,N,,,O,O,32211024110,322110241,08/06/2018,1bts2  des.mod.text.env. op.b text.m.sur,
3113220921.0,311.0,32032209,2.0,1.0,1BTS2 32209,1BTS2  ETUD.REAL.PROJ.COM. 1E AN. COMMUN,01/09/2017,,3.0,1.0,,N,,,O,O,32211032209,322110322,30/03/2018,1bts2 études de réal. d'un projet de communication 1ère année commune,
2452320411.0,245.0,40023204,1.0,1.0,1BPR1 23204,1BPR1  INTERVENTIONS SUR PATRIMOINE BATI,01/09/2009,31/08/2010,3.0,1.0,,N,,,O,O,23610023204,236100232,16/01/2014,1bpr1  intervention sur patrimoine bati,
2462320421.0,246.0,40023204,2.0,1.0,PREPRO23204,PREPRO INTERVENTIONS SUR PATRIMOINE BATI,01/09/2008,31/08/2009,3.0,1.0,,N,,,O,O,23710023204,237100232,05/05/2009,Prepro intervention sur patrimoine bati,
2462320422.0,246.0,40023204,2.0,2.0,TERPRO23204,TERPRO INTERVENTIONS SUR PATRIMOINE BATI,01/09/2009,31/08/2010,3.0,1.0,,N,,,O,O,23720023204,237200232,16/01/2014,Terpro intervention sur patrimoine bati,
2472320431.0,247.0,40023204,3.0,1.0,2NDPRO23204,2NDPRO INTERVENTIONS SUR PATRIMOINE BATI,01/09/2008,31/08/2014,3.0,1.0,,N,,,O,O,23810023204,238100232,11/03/2014,2nde pro  intervention sur patrimoine bati,GH1
2472320432.0,247.0,40023204,3.0,2.0,1ERPRO23204,1ERPRO INTERVENTIONS SUR PATRIMOINE BATI,01/09/2008,31/08/2014,3.0,1.0,,N,,,O,O,23820023204,238200232,11/03/2014,1ere pro  intervention sur patrimoine bati,GH1
2472320433.0,247.0,40023204,3.0,3.0,TLEPRO23204,TLEPRO INTERVENTIONS SUR PATRIMOINE BATI,01/09/2009,31/08/2015,3.0,1.0,,N,,,O,O,23830023204,238300232,11/03/2014,tlepro  intervention sur patrimoine bati,GH1
2543360721.0,254.0,45033607,2.0,1.0,1BP2  33607,1BP2   ESTHETIQUE COSMETIQUE PARFUMERIE,01/09/2003,31/08/2019,3.0,0.0,,N,,,N,O,25110033607,251100336,23/05/2019,1bp2 esthétique cosmétique parfumerie,
2453120811.0,245.0,40031208,1.0,1.0,1BPR1 31208,1BPR1  SERVIC.ACCUEIL ASSISTANCE CONSEIL,01/09/2008,31/08/2010,3.0,1.0,,N,,,O,O,23610031208,236100312,23/04/2010,1bpr1  servic.accueil assistance conseil,
2473220533.0,247.0,40032205,3.0,3.0,TLEPRO32205,TLEPRO PRODUCTION GRAPHIQUE,01/09/2008,31/08/2016,3.0,1.0,,N,,,O,O,23830032205,238300322,07/05/2015,tlepro  production graphique,GH1
2463120821.0,246.0,40031208,2.0,1.0,PREPRO31208,PREPRO SERVIC.ACCUEIL ASSISTANCE CONSEIL,01/09/2008,31/08/2009,3.0,1.0,,N,,,O,O,23710031208,237100312,05/05/2009,Prepro servic.accueil assistance conseil,
2463120822.0,246.0,40031208,2.0,2.0,TERPRO31208,TERPRO SERVIC.ACCUEIL ASSISTANCE CONSEIL,01/09/2008,31/08/2010,3.0,1.0,,N,,,O,O,23720031208,237200312,23/04/2010,Terpro servic.accueil assistance conseil,
3113110221.0,311.0,32031102,2.0,1.0,1BTS2 31102,1BTS2  TRANSPORT ET PRESTAT. LOGISTIQUES,01/09/2011,31/08/2019,3.0,1.0,,N,,,O,O,32211031102,322110311,17/05/2019,1bts2  transport et prestat. logistiques,
2472130232.0,247.0,40021302,3.0,2.0,1ERPRO21302,1ERPRO CGEM OPTION PECHE,01/09/2009,31/08/2018,3.0,,,N,,,N,O,23820021302,238200213,27/04/2018,1ère pro CGEM option pêche,Rénovation voie professionnelle - DISPOSITIF DU BAC PRO CGEM PECHE EN 3 ANS
2402552411.0,240.0,50025524,1.0,1.0,1CAP1 25524,1CAP1  ELECTRICIEN,01/09/2019,,3.0,0.0,,N,,,N,O,23110025524,231100255,30/03/2020,1cap1 électricien,GH2
3113110222.0,311.0,32031102,2.0,2.0,2BTS2 31102,2BTS2  TRANSPORT ET PRESTAT. LOGISTIQUES,01/09/2012,31/08/2020,3.0,1.0,,N,,,O,O,32221031102,322210311,17/05/2019,2bts2  transport et prestat. logistiques,
2472520731.0,247.0,40025207,3.0,1.0,2NDPRO25207,2NDPRO MAINT.VEHIC.AUTO : VOIT.PARTICUL.,01/09/2008,31/08/2014,3.0,1.0,,N,,,O,O,23810025207,238100252,18/04/2014,2nde pro  maint.vehic.auto : voit.particul.,GH1
2472520732.0,247.0,40025207,3.0,2.0,1ERPRO25207,1ERPRO MAINT.VEHIC.AUTO : VOIT.PARTICUL.,01/09/2008,31/08/2015,3.0,1.0,,N,,,O,O,23820025207,238200252,18/04/2014,1ere pro  maint.vehic.auto : voit.particul.,GH1
2472520733.0,247.0,40025207,3.0,3.0,TLEPRO25207,TLEPRO MAINT.VEHIC.AUTO : VOIT.PARTICUL.,01/09/2008,31/08/2016,3.0,1.0,,N,,,O,O,23830025207,238300252,07/05/2015,tlepro  maint.vehic.auto : voit.particul.,GH1
2472520831.0,247.0,40025208,3.0,1.0,2NDPRO25208,2NDPRO MAINT.VEHIC.AUTO. : VEHIC.INDUST.,01/09/2008,31/08/2014,3.0,1.0,,N,,,O,O,23810025208,238100252,18/04/2014,2nde pro  maint.vehic.auto. : vehic.indust.,GH1
2472520832.0,247.0,40025208,3.0,2.0,1ERPRO25208,1ERPRO MAINT.VEHIC.AUTO. : VEHIC.INDUST.,01/09/2008,31/08/2015,3.0,1.0,,N,,,O,O,23820025208,238200252,18/04/2014,1ere pro  maint.vehic.auto. : vehic.indust.,GH1
2472520931.0,247.0,40025209,3.0,1.0,1BPR3 25209,1BPR3  MAINT.VEHIC.AUTO. : BATEAUX PLAIS,01/08/2008,31/08/2008,3.0,1.0,,N,,,O,O,23810025209,238100252,16/05/2008,1bpr3  maint.vehic.auto. : bateaux plais,
2472520932.0,247.0,40025209,3.0,2.0,2BPR3 25209,2BPR3  MAINT.VEHIC.AUTO. : BATEAUX PLAIS,01/08/2008,31/08/2008,3.0,,,N,,,N,O,23820025209,238200252,16/05/2008,2bpr3  maint.vehic.auto. : bateaux plais,
2472520933.0,247.0,40025209,3.0,3.0,3BPR3 25209,3BPR3  MAINT.VEHIC.AUTO. : BATEAUX PLAIS,01/08/2008,31/08/2008,3.0,,,N,,,N,O,23830025209,238300252,23/04/2010,3bpr3   maint.vehic.auto. : bateaux plais,
2472521031.0,247.0,40025210,3.0,1.0,2NDPRO25210,2NDPRO MAINT.VEHIC.AUTO. : MOTOCYCLES,01/09/2008,31/08/2014,3.0,1.0,,N,,,O,O,23810025210,238100252,18/04/2014,2nde pro  maint.vehic.auto. : motocycles,GH1
2472521032.0,247.0,40025210,3.0,2.0,1ERPRO25210,1ERPRO MAINT.VEHIC.AUTO. : MOTOCYCLES,01/09/2008,31/08/2015,3.0,1.0,,N,,,O,O,23820025210,238200252,18/04/2014,1ere pro  maint.vehic.auto. : motocycles,GH1
2472521033.0,247.0,40025210,3.0,3.0,TLEPRO25210,TLEPRO MAINT.VEHIC.AUTO. : MOTOCYCLES,01/09/2008,31/08/2016,3.0,1.0,,N,,,O,O,23830025210,238300252,07/05/2015,tlepro  maint.vehic.auto. : motocycles,GH1
3103110211.0,310.0,32031102,1.0,1.0,1BTS1 31102,1BTS1  TRANSPORT ET PRESTAT. LOGISTIQUES,01/09/2012,31/08/2020,3.0,1.0,,N,,,N,O,32111031102,321110311,17/05/2019,1bts1  transport et prestat. logistiques,
2412543721.0,241.0,50025437,2.0,1.0,1CAP2 25437,1CAP2  REAL.IND.CHAUD.SOUD. OP.A CHAUDR.,01/09/2017,,3.0,1.0,,N,,,O,O,23210025437,232100254,23/01/2019,1cap2 réalisations industrielles option A chaudronnerie,GH1
2472300233.0,247.0,40023002,3.0,3.0,3BPR3 23002,3BPR3 TECHNIC.BAT. : ETUDES & ECONOMIE,01/08/2008,31/08/2008,3.0,,,N,,,N,O,23830023002,238300230,23/04/2010,3bpr3   technic.bat. : etudes & economie,
2802210899.0,280.0,50322108,9.0,9.0,CAPA-A22108,CAPA-A OPERATEUR IAA TRANSF PROD ALIM,01/09/2021,,4.0,0.0,,N,,,N,N,23I01022108,23I010221,16/02/2021,CAPA Opérateur industries agroalimentaires/Transf prod alimentaires,demande MAA 2020 : mef apprentissage
2802210799.0,280.0,50322107,9.0,9.0,CAPA-A22107,CAPA-A OPERATEUR IAA COND MACHINES,01/09/2021,,4.0,0.0,,N,,,N,N,23I01022107,23I010221,16/02/2021,CAPA Opérateur en industries agroalimentaires/Conduite de machines,demande MAA 2020 : mef apprentissage
3113342022.0,311.0,32033420,2.0,2.0,2BTS2 33420,2BTS2  TOURISME,01/09/2013,31/08/2020,3.0,3.0,,N,,,O,O,32221033420,322210334,17/05/2019,2bts2  tourisme,
2429999933.0,242.0,50099999,3.0,3.0,3CAP3 99999,3EME ANNEE DE CAP EN 3 ANS,01/09/1993,01/09/1994,3.0,0.0,0.0,N,0.0,0.0,N,O,23330099999,233300999,23/02/2021,3eme annee de cap en 3 ans,Réouverture suite à réforme dès RS 2021?
2473360131.0,247.0,40033601,3.0,1.0,2NDPRO33601,2NDPRO ESTHETIQUE COSMETIQUE PARFUMERIE,01/09/2008,31/08/2017,3.0,1.0,,N,,,O,O,23810033601,238100336,04/05/2017,2ndpro esthétique cosmétique parfumerie,GH1
2473360132.0,247.0,40033601,3.0,2.0,1ERPRO33601,1ERPRO ESTHETIQUE COSMETIQUE PARFUMERIE,01/09/2008,31/08/2018,3.0,1.0,,N,,,O,O,23820033601,238200336,04/05/2017,1ere pro  esthetique cosmetique parfumerie,GH1
3103342011.0,310.0,32033420,1.0,1.0,1BTS1 33420,1BTS1  TOURISME,01/09/2013,31/08/2020,3.0,3.0,,N,,,N,O,32111033420,321110334,17/05/2019,1bts1  tourisme,
3712120621.0,371.0,32321206,2.0,1.0,1BTS2A21206,1BTS2A AQUACULTURE,01/09/2007,,3.0,,,N,,,N,O,32212021206,322120212,25/06/2008,1bts2a aquaculture,
2412240622.0,241.0,50022406,2.0,2.0,2CAP2 22406,2CAP2 MAINT.INDUST.MATERX DE CONSTRUCT.,01/09/1992,31/08/2023,3.0,1.0,,N,,,O,O,23220022406,232200224,12/04/2022,2cap2 maint.indust.materx de construct.,GH1 P
2422300333.0,242.0,50023003,3.0,3.0,3CAP3 23003,3CAP3 DESSINATEUR INDUSTRIEL D'AMEUBLT,01/09/1992,31/08/1993,3.0,0.0,0.0,N,0.0,0.0,N,O,23330023003,233300230,25/02/2021,3cap3 dessinateur industriel d'ameublt,Réouverture suite à réforme dès RS 2021?
3103121111.0,310.0,32031211,1.0,1.0,1BTS1 31211,1BTS1  COMMERCE INTERNATIO. REF.EUROPEEN,01/09/2008,31/08/2022,3.0,0.0,,N,,,N,O,32111031211,321110312,11/01/2021,1bts1  commerce internatio. ref.europeen,
2933320211.0,293.0,56033202,1.0,1.0,AIDEMP33202,AIDE MEDICO PSYCHOLOGIQUE,01/09/2007,31/08/2016,3.0,,,N,,,N,O,51111033202,511110332,04/04/2016,Aide médico psychologique (dip d'état),
3103232611.0,310.0,32032326,1.0,1.0,1BTS1 32326,1BTS1  DESIGN GRAPH. OP.COM.MED IMPRIMES,01/09/2013,31/08/2021,3.0,,,N,,,N,O,32111032326,321110323,08/06/2018,1bts1  design graph. op.com.med imprimes,
3113232721.0,311.0,32032327,2.0,1.0,1BTS2 32327,1BTS2  DESIGN GRAPH. OP.COM.MED. NUMERIQ,01/09/2012,31/08/2020,3.0,1.0,,N,,,O,O,32211032327,322110323,08/06/2018,1bts2  design graph. op.com.med. numeriq,
2472521332.0,247.0,40025213,3.0,2.0,1ERPRO25213,1ERPRO MAINT.MATER OPT.C PARCS JARDINS,01/09/2008,31/08/2017,3.0,1.0,,N,,,O,O,23820025213,238200252,09/05/2016,1ere pro  maint.mater opt.c parcs jardins,GH1
2472521132.0,247.0,40025211,3.0,2.0,1ERPRO25211,1ERPRO MAINT.MATERIELS OPT.A AGRICOLES,01/09/2008,31/08/2017,3.0,1.0,,N,,,O,O,23820025211,238200252,09/05/2016,1ere pro  maint.materiels opt.a agricoles,GH1
3113232722.0,311.0,32032327,2.0,2.0,2BTS2 32327,2BTS2  DESIGN GRAPH. OP.COM.MED. NUMERIQ,01/09/2013,31/08/2021,3.0,1.0,,N,,,O,O,32221032327,322210323,08/06/2018,2bts2  design graph. op.com.med. numeriq,
3113232622.0,311.0,32032326,2.0,2.0,2BTS2 32326,2BTS2  DESIGN GRAPH. OP.COM.MED IMPRIMES,01/09/2013,31/08/2021,3.0,1.0,,N,,,O,O,32221032326,322210323,08/06/2018,2bts2  design graph. op.com.med imprimes,
3103232711.0,310.0,32032327,1.0,1.0,1BTS1 32327,1BTS1  DESIGN GRAPH. OP.COM.MED. NUMERIQ,01/09/2013,31/08/2021,3.0,,,N,,,N,O,32111032327,321110323,08/06/2018,1bts1  design graph. op.com.med. numeriq,
3113232621.0,311.0,32032326,2.0,1.0,1BTS2 32326,1BTS2  DESIGN GRAPH. OP.COM.MED IMPRIMES,01/09/2012,31/08/2020,3.0,1.0,,N,,,O,O,32211032326,322110323,08/06/2018,1bts2  design graph. op.com.med imprimes,
2412543722.0,241.0,50025437,2.0,2.0,2CAP2 25437,2CAP2  REAL.IND.CHAUD.SOUD. OP.A CHAUDR.,01/09/2018,,3.0,1.0,,N,,,O,O,23220025437,232200254,23/01/2019,2cap2 réalisations industrielles option A chaudronnerie,GH1
3113121121.0,311.0,32031211,2.0,1.0,1BTS2 31211,1BTS2  COMMERCE INTERNATIO. REF.EUROPEEN,01/09/2007,31/08/2021,3.0,2.0,,N,,,O,O,32211031211,322110312,11/01/2021,1bts2  commerce internatio. ref.europeen,
3112200221.0,311.0,32022002,2.0,1.0,1BTS2 22002,1BTS2 TECHNIQ.PHYSIQ.POUR INDUST.& LABO,01/09/1994,31/08/2021,3.0,1.0,,N,,,O,O,32211022002,322110220,10/03/2021,1bts2 techniq.physiq.pour indust.& labo,
3113130721.0,311.0,32031307,2.0,1.0,1BTS2 31307,1BTS2  ASSURANCE,01/09/2007,31/08/2017,3.0,1.0,,N,,,O,O,32211031307,322110313,06/01/2017,1bts2  assurance,
2472260131.0,247.0,40022601,3.0,1.0,2NDPRO22601,2NDPRO INDUSTRIES PATES PAPIERS CARTONS,01/09/2008,31/08/2012,3.0,1.0,,N,,,O,O,23810022601,238100226,16/01/2014,2nde pro  industries pates papiers cartons,GH1
2472260132.0,247.0,40022601,3.0,2.0,1ERPRO22601,1ERPRO INDUSTRIES PATES PAPIERS CARTONS,01/09/2008,31/08/2013,3.0,1.0,,N,,,O,O,23820022601,238200226,16/01/2014,1ere pro  industries pates papiers cartons,GH1
2472260133.0,247.0,40022601,3.0,3.0,TLEPRO22601,TLEPRO INDUSTRIES PATES PAPIERS CARTONS,01/09/2008,31/08/2014,3.0,1.0,,N,,,O,O,23830022601,238300226,16/01/2014,tlepro  industries pates papiers cartons,GH1
1021002111.0,102.0,67010021,1.0,1.0,4E-AGR,4EME DE L'ENSEIGNEMENT AGRICOLE,01/09/2006,,1.0,1.0,,N,,,O,O,21150010021,211500100,28/11/2017,4ème de l'enseignement agricole,
2412552321.0,241.0,50025523,2.0,1.0,1CAP2 25523,1CAP2  PREP.& REAL. OUVRAGES ELECTRIQUES,01/09/2005,31/08/2018,3.0,1.0,,N,,,O,O,23210025523,232100255,26/04/2018,1cap2 préparation et réalisation d'ouvrages électriques,GH1
3102240511.0,310.0,32022405,1.0,1.0,1BTS1 22405,1BTS1  CONCEPTEUR ART & INDUS.CERAMIQ.,01/09/2010,31/08/2021,3.0,0.0,,N,,,N,O,32111022405,321110224,15/06/2020,1bts1  concepteur art & indus.ceramiq.,
2472300231.0,247.0,40023002,3.0,1.0,1BPR3 23002,1BPR3  TECHNIC.BAT. : ETUDES & ECONOMIE,01/08/2008,31/08/2008,3.0,1.0,,N,,,O,O,23810023002,238100230,16/05/2008,1bpr3  technic.bat. : etudes & economie,
2472300232.0,247.0,40023002,3.0,2.0,2BPR3 23002,2BPR3  TECHNIC.BAT. : ETUDES & ECONOMIE,01/08/2008,31/08/2008,3.0,,,N,,,N,O,23820023002,238200230,16/05/2008,2bpr3  technic.bat. : etudes & economie,
3112541622.0,311.0,32025416,2.0,2.0,2BTS2 25416,2BTS2  ARCHIT. METAL : CONCEPT. REALIS.,01/09/2019,,3.0,1.0,,N,,,O,O,32221025416,322210254,19/11/2018,2bts2 architectures en métal : conception et réalisation,
